id,full_name,employment_status_code,ethnicity,gender,city,state,company,employee_number,original_hire,last_hire,seniority_date,seniority_years,termination_date,termination_reason,termination_reason_code,termination_type,effective_date,job,job_change,reason,employment_type,job_family,org_level_1,org_level_2,org_level_2_manager_first_mi_last_suffix,supervisor_name_unsecured,work_location,location
1506,Joseph White,A,Asian,Male,Susanton,CA,MKN,8278,2017-08-04,2017-12-07,2017-08-04,7.0,,,,,2018-03-01,Careers information officer,False,,Contractor,Profesional,Springline,Audit,Peggy Holland,Douglas Ayala,Remote,"Susanton, CA"
1507,Michelle Wallace,A,Hispanic,Female,South John,CA,MKN,7839,2021-12-22,2022-05-04,2021-12-22,3.0,,,,,2022-06-08,Data scientist,False,Bar late beyond already recognize town.,Part-Time,Product,Springline,Sales Dept,Nathaniel Harris,Ryan Brandt,Regional Office,"South John, CA"
1508,Jasmine Estrada,T,Asian,Male,Castilloberg,CA,Springline,3241,2022-01-07,2022-01-12,2022-01-07,3.0,2024-04-05,Retired,TRC214,Transfer,2022-07-19,Careers adviser,False,Notice speech head word religious.,Contractor,Sales,Springline,Sales Dept,Jaime Abbott,Stephanie Wilson,Regional Office,"Castilloberg, CA"
1509,Michelle Yates,T,Hispanic,Female,New Patrick,NY,MKN,5039,2018-07-08,2019-03-12,2018-07-08,6.0,2021-07-10,Laid Off,TRC813,Involuntary,2019-11-05,"Scientist, research (life sciences)",False,Control various activity water.,Intern,Engineering,Springline,Finance,Wesley Allen,William Griffin,Headquarters,"New Patrick, NY"
1510,Nicholas Wilkins,T,White,Non-Binary,East Erica,CA,MKN,3610,2022-07-01,2023-06-25,2022-07-01,2.0,2024-04-28,Contract Ended,TRC736,Voluntary,2024-01-17,Administrator,False,,Contractor,Profesional,Springline,Product Dept,Sandra Singh,Douglas Callahan,Headquarters,"East Erica, CA"
1511,Sheryl Mcclure,A,White,Male,New Daniel,FL,MKN,9402,2019-03-17,2019-10-03,2019-03-17,5.0,,,,,2020-03-10,Drilling engineer,False,View here space medical note girl organization.,Intern,Profesional,Springline,Sales Dept,Joyce Wilson,Erin Pearson,Regional Office,"New Daniel, FL"
1512,Rebecca Cooper,T,White,Non-Binary,West Anthonyville,TX,Springline,6054,2020-10-20,2021-06-27,2020-10-20,4.0,2024-03-27,Laid Off,TRC191,Voluntary,2022-05-23,Licensed conveyancer,False,,Intern,Sales,Springline,Product Dept,Tina Cook,Alexa Weeks,Regional Office,"West Anthonyville, TX"
1513,Luis Rivera,A,White,Non-Binary,Chelseaside,CA,Springline,6924,2016-01-08,2016-05-19,2016-01-08,9.0,,,,,2016-06-15,Learning disability nurse,False,Particular head without themselves meet modern prove.,Part-Time,Engineering,Springline,Product Dept,Marisa Perez,Matthew Deleon,Headquarters,"Chelseaside, CA"
1514,Kristina Lopez,A,White,Female,Lyonschester,NY,Springline,6591,2022-03-30,2022-08-10,2022-03-30,2.0,,,,,2023-03-26,Conference centre manager,False,Body movement mean give full stand operation.,Part-Time,Product,Springline,Sales Dept,Cassandra Arnold,Debra Barrett,Remote,"Lyonschester, NY"
1515,Colin Wright,T,Asian,Female,Erinburgh,FL,MKN,7257,2022-10-18,2023-02-15,2022-10-18,2.0,2025-02-06,Retired,TRC731,Transfer,2023-12-20,Sales executive,False,Interview station off campaign.,Full-Time,Sales,Springline,Audit,Sharon Barber,Isabella Navarro,Regional Office,"Erinburgh, FL"
1516,Kathleen Benton,T,White,Female,Sandersmouth,TX,MKN,2354,2017-02-20,2018-01-05,2017-02-20,8.0,2018-09-21,Laid Off,TRC491,Involuntary,2018-04-03,Advice worker,False,He mention enough blood.,Intern,Profesional,Springline,Finance,Ashley Doyle,James Hickman,Regional Office,"Sandersmouth, TX"
1517,Adrian Copeland,A,Hispanic,Female,East Patrick,FL,MKN,3971,2023-11-01,2024-02-14,2023-11-01,1.0,,,,,2024-09-18,Petroleum engineer,False,,Part-Time,Sales,Springline,Product Dept,Victoria Berger,Kaitlin Powell,Regional Office,"East Patrick, FL"
1518,Chris Mack,A,White,Non-Binary,Kellychester,WA,MKN,5928,2018-06-28,2018-08-05,2018-06-28,6.0,,,,,2018-08-23,Publishing copy,False,Over that far star director ready mouth.,Full-Time,Engineering,Springline,Sales Dept,James Maldonado,Crystal Estrada,Remote,"Kellychester, WA"
1519,Rita Zimmerman,T,White,Non-Binary,Annachester,WA,Springline,2068,2024-10-09,2024-11-23,2024-10-09,0.0,2025-02-02,Laid Off,TRC907,Voluntary,2025-01-31,"Administrator, arts",False,,Intern,Profesional,Springline,Finance,Debra Kim,John Wong,Remote,"Annachester, WA"
1520,Savannah Casey,T,Asian,Female,West Jamesville,FL,MKN,3258,2018-01-22,2018-12-29,2018-01-22,7.0,2025-02-03,Laid Off,TRC671,Involuntary,2019-06-08,Catering manager,False,Table shoulder now night attorney clear.,Part-Time,Profesional,Springline,Sales Dept,Sean Olson,Rebecca Tran,Headquarters,"West Jamesville, FL"
1521,Timothy Thompson,T,Hispanic,Female,Hallhaven,FL,MKN,5300,2022-11-25,2022-11-28,2022-11-25,2.0,2024-03-07,Laid Off,TRC561,Transfer,2023-04-24,"Designer, interior/spatial",False,Family process maintain onto participant environmental great.,Intern,Engineering,Springline,Finance,Mary Stewart,Terrance Moss,Regional Office,"Hallhaven, FL"
1522,Terri Boyd,A,Hispanic,Male,Medinaburgh,NY,MKN,7914,2025-02-14,2025-03-21,2025-02-14,0.0,,,,,2025-06-09,Social worker,False,Some which suggest focus age yourself.,Contractor,Engineering,Springline,Sales Dept,Frederick Porter,Deborah Grimes,Regional Office,"Medinaburgh, NY"
1523,Karen Reese,A,Asian,Male,North Danachester,CA,Springline,6091,2023-04-26,2024-04-21,2023-04-26,1.0,,,,,2025-03-27,Hydrologist,False,,Intern,Engineering,Springline,Audit,Ashley Jenkins,Matthew Miller,Regional Office,"North Danachester, CA"
1524,Savannah Morris,T,Asian,Male,Danielleland,NY,MKN,3566,2016-02-04,2016-02-21,2016-02-04,9.0,2020-02-14,Resigned,TRC884,Involuntary,2016-03-28,Production engineer,False,Land language wall career.,Contractor,Engineering,Springline,Product Dept,Casey Murphy,Jill Massey,Headquarters,"Danielleland, NY"
1525,Tammy Peters,T,White,Non-Binary,Mendezport,FL,MKN,8788,2021-06-05,2022-05-11,2021-06-05,3.0,2024-01-27,Contract Ended,TRC321,Involuntary,2022-06-18,"Geologist, engineering",False,Start opportunity city also.,Intern,Product,Springline,Sales Dept,Kevin Dickson,Patricia White,Remote,"Mendezport, FL"
1526,Alexander Juarez,A,Asian,Female,Norrisberg,WA,Springline,4747,2016-03-25,2017-02-27,2016-03-25,8.0,,,,,2017-03-07,Multimedia specialist,False,Find painting long government.,Intern,Engineering,Springline,Sales Dept,Billy Allen,Natalie Jimenez,Regional Office,"Norrisberg, WA"
1527,Jennifer Larsen,T,Asian,Female,West Jeffreyfurt,CA,MKN,9176,2024-09-28,2024-11-26,2024-09-28,0.0,2025-02-19,Laid Off,TRC349,Transfer,2025-02-19,Risk manager,False,,Contractor,Sales,Springline,Sales Dept,Tanya Ross,Jason Bailey,Headquarters,"West Jeffreyfurt, CA"
1528,Samantha Ramirez,A,Asian,Female,South Shawnport,NY,MKN,9523,2021-06-29,2021-08-05,2021-06-29,3.0,,,,,2022-06-07,"Surveyor, building control",False,,Intern,Sales,Springline,Sales Dept,Jessica Mayo,Debbie Moss,Headquarters,"South Shawnport, NY"
1529,Kevin Hess,T,White,Male,Lake Megan,CA,MKN,8638,2015-03-09,2015-06-10,2015-03-09,9.0,2019-05-16,Resigned,TRC193,Transfer,2016-02-13,"Clinical scientist, histocompatibility and immunogenetics",False,,Part-Time,Profesional,Springline,Product Dept,Briana Price,Rachel Johnson,Remote,"Lake Megan, CA"
1530,Kendra Gutierrez,A,White,Female,Schneiderbury,TX,Springline,7884,2016-12-03,2017-01-26,2016-12-03,8.0,,,,,2017-11-24,Land/geomatics surveyor,False,Capital figure speech her three star together.,Intern,Profesional,Springline,Product Dept,Brittney Owens,Dennis Gregory,Regional Office,"Schneiderbury, TX"
1531,Timothy Curtis,T,White,Female,Cameronborough,CA,MKN,7102,2021-12-23,2022-04-06,2021-12-23,3.0,2023-03-05,Contract Ended,TRC929,Transfer,2022-11-15,Hospital doctor,False,,Full-Time,Profesional,Springline,Product Dept,Michelle Evans,Sandra Torres,Remote,"Cameronborough, CA"
1532,Jennifer Williams,T,Black,Male,Markside,TX,Springline,9290,2020-01-27,2020-04-21,2020-01-27,5.0,2022-09-12,Retired,TRC446,Involuntary,2020-09-08,Health visitor,False,,Full-Time,Sales,Springline,Finance,Benjamin Alexander,David Smith,Headquarters,"Markside, TX"
1533,Tracy Rowe,A,Hispanic,Non-Binary,South Amandashire,TX,MKN,7355,2022-01-29,2022-06-12,2022-01-29,3.0,,,,,2022-11-07,"Geneticist, molecular",False,Bag reality she thousand sport ground choice.,Contractor,Profesional,Springline,Sales Dept,Mrs. Sarah Johnson,Matthew Wright,Regional Office,"South Amandashire, TX"
1534,Amy Glass,A,Asian,Non-Binary,Jerryton,CA,MKN,8050,2017-07-21,2017-11-05,2017-07-21,7.0,,,,,2018-10-01,"Surveyor, commercial/residential",False,,Intern,Engineering,Springline,Audit,Christina Davenport,Mary Williams,Regional Office,"Jerryton, CA"
1535,Jose Davis,T,Hispanic,Female,Lake Connie,FL,Springline,3347,2017-02-07,2018-01-26,2017-02-07,8.0,2020-04-13,Laid Off,TRC883,Involuntary,2018-09-05,Curator,False,,Full-Time,Sales,Springline,Product Dept,Gerald Vincent,Mark Powers,Regional Office,"Lake Connie, FL"
1536,Richard Kirby,T,Hispanic,Male,Lake Tracyhaven,WA,MKN,7089,2016-01-24,2016-10-08,2016-01-24,9.0,2021-01-24,Retired,TRC193,Transfer,2017-07-08,Quality manager,False,,Part-Time,Sales,Springline,Sales Dept,Matthew Franklin,William Becker,Remote,"Lake Tracyhaven, WA"
1537,Andrea Durham,A,White,Female,West Robert,TX,MKN,5538,2024-08-21,2025-06-18,2024-08-21,0.0,,,,,2025-11-20,Set designer,False,Blue staff admit a red view.,Part-Time,Engineering,Springline,Audit,Carrie Myers,Laura Ortega,Regional Office,"West Robert, TX"
1538,Natalie Stevens,A,Black,Male,Lopezton,NY,MKN,4705,2019-12-20,2020-09-12,2019-12-20,5.0,,,,,2021-04-20,Outdoor activities/education manager,False,,Contractor,Engineering,Springline,Sales Dept,Michael Rowe,John Anderson,Remote,"Lopezton, NY"
1539,Sandra Jackson,A,Asian,Female,Karaberg,NY,Springline,9291,2020-07-15,2021-05-30,2020-07-15,4.0,,,,,2022-04-30,Quarry manager,False,Trip pay explain also.,Contractor,Sales,Springline,Audit,Deborah Sanchez,Gregory Wilson DDS,Remote,"Karaberg, NY"
1540,Tiffany Johnson,T,Black,Female,Heathside,CA,MKN,4244,2021-06-24,2021-12-18,2021-06-24,3.0,2023-01-30,Contract Ended,TRC919,Voluntary,2022-05-30,"Conservator, furniture",False,,Full-Time,Engineering,Springline,Audit,Jacob Foley,David Fritz,Regional Office,"Heathside, CA"
1541,Christopher Adams,T,White,Female,Cochranfort,CA,MKN,8545,2019-11-08,2020-01-09,2019-11-08,5.0,2022-08-27,Contract Ended,TRC130,Transfer,2020-04-05,Hydrographic surveyor,False,,Contractor,Sales,Springline,Audit,Christopher Johnson,Derek Howard,Headquarters,"Cochranfort, CA"
1542,Michael Montgomery,T,Asian,Non-Binary,East Theresa,WA,MKN,1479,2019-06-27,2020-02-23,2019-06-27,5.0,2021-04-07,Contract Ended,TRC183,Transfer,2020-08-21,Merchant navy officer,False,Matter bag within reflect former.,Part-Time,Profesional,Springline,Audit,Hannah Schwartz,Mary Perez,Regional Office,"East Theresa, WA"
1543,Joanna Chambers,T,Hispanic,Male,West Tony,CA,Springline,9919,2024-04-23,2025-01-18,2024-04-23,0.0,2025-02-19,Retired,TRC529,Involuntary,2025-02-19,Risk manager,False,Sign certain employee still join.,Intern,Profesional,Springline,Finance,Cesar Leon,Jessica Pearson,Regional Office,"West Tony, CA"
1544,Chad Miller,T,Asian,Non-Binary,Lake Keith,NY,MKN,5301,2025-01-26,2025-06-30,2025-01-26,0.0,2025-02-19,Laid Off,TRC529,Transfer,2025-02-19,Animator,False,Single possible article country space.,Full-Time,Engineering,Springline,Product Dept,Courtney Silva,Jamie Mccormick,Headquarters,"Lake Keith, NY"
1545,Lisa Lynch,A,White,Female,Michelleview,TX,Springline,2268,2019-07-20,2019-09-13,2019-07-20,5.0,,,,,2020-04-29,Careers adviser,False,,Intern,Sales,Springline,Audit,David Morton,Joseph Barron,Headquarters,"Michelleview, TX"
1546,Jesse Alexander,T,White,Non-Binary,Chapmanshire,TX,MKN,6988,2022-03-18,2022-11-14,2022-03-18,2.0,2024-05-01,Laid Off,TRC622,Voluntary,2023-01-11,Engineering geologist,False,,Part-Time,Engineering,Springline,Finance,Ashley Calhoun,Mrs. Stacy Snyder,Regional Office,"Chapmanshire, TX"
1547,Angela Morgan,A,Black,Male,North Christine,CA,MKN,6563,2023-11-01,2024-05-06,2023-11-01,1.0,,,,,2024-11-18,Environmental manager,False,,Intern,Sales,Springline,Product Dept,Patricia Lewis,Jenna Robles,Headquarters,"North Christine, CA"
1548,Jason Clark,T,Black,Male,Taylormouth,NY,MKN,4163,2021-11-30,2022-08-03,2021-11-30,3.0,2024-03-06,Laid Off,TRC757,Voluntary,2022-08-20,Waste management officer,False,Establish former media former.,Part-Time,Product,Springline,Audit,Joshua Frost,Wesley Jackson,Regional Office,"Taylormouth, NY"
1549,Jeff Barnett,T,Black,Female,Johnbury,TX,MKN,5720,2022-10-05,2023-08-01,2022-10-05,2.0,2024-11-12,Resigned,TRC551,Involuntary,2024-05-08,"Pharmacist, community",False,Herself minute box third guess try.,Contractor,Engineering,Springline,Sales Dept,Logan White,Shelby Maldonado,Regional Office,"Johnbury, TX"
1550,Joseph Stanley,T,Hispanic,Female,North Davidville,FL,MKN,8387,2024-12-22,2025-07-04,2024-12-22,0.0,2025-02-19,Retired,TRC738,Involuntary,2025-02-19,Theme park manager,False,Despite stop according building.,Intern,Profesional,Springline,Sales Dept,Kimberly Woodard,Brian Edwards,Remote,"North Davidville, FL"
1551,Pamela Hopkins,T,Hispanic,Non-Binary,Alicefort,FL,MKN,7190,2023-05-08,2024-01-30,2023-05-08,1.0,2024-04-27,Retired,TRC505,Involuntary,2024-04-16,Food technologist,False,Rate available key war budget show few.,Full-Time,Profesional,Springline,Sales Dept,Christopher Davis,Mr. Wesley Nelson Jr.,Headquarters,"Alicefort, FL"
1552,Aimee Martin,T,Black,Non-Binary,Angelicachester,TX,MKN,8183,2016-03-13,2016-11-02,2016-03-13,8.0,2018-04-24,Resigned,TRC893,Transfer,2017-03-01,Theme park manager,False,,Contractor,Profesional,Springline,Finance,Gregory Miranda,Justin Crawford,Regional Office,"Angelicachester, TX"
1553,Luis Buchanan,T,Black,Non-Binary,Ralphshire,WA,MKN,8482,2024-09-12,2024-11-13,2024-09-12,0.0,2025-01-26,Resigned,TRC500,Transfer,2024-12-04,Microbiologist,False,,Part-Time,Product,Springline,Product Dept,Ronald Long,Rodney Clark,Headquarters,"Ralphshire, WA"
1554,Charles Young,T,White,Female,Mosesmouth,CA,Springline,1381,2024-05-28,2025-02-01,2024-05-28,0.0,2025-02-19,Retired,TRC940,Transfer,2025-02-19,Chief Strategy Officer,False,Type wish network stuff maintain.,Full-Time,Product,Springline,Finance,Vincent Chase,Erica Smith,Headquarters,"Mosesmouth, CA"
1555,Johnny Eaton,A,Hispanic,Male,Laneshire,NY,MKN,9450,2020-06-06,2020-12-12,2020-06-06,4.0,,,,,2021-01-14,Archaeologist,False,Attack know house else.,Part-Time,Sales,Springline,Audit,Anna Keith,Shannon Taylor,Headquarters,"Laneshire, NY"
1556,Lindsey Perez,A,White,Female,Mendozatown,FL,Springline,5616,2022-08-27,2022-10-28,2022-08-27,2.0,,,,,2023-04-09,Midwife,False,Town play race develop study.,Full-Time,Engineering,Springline,Sales Dept,Arthur Cooke,James Butler,Regional Office,"Mendozatown, FL"
1557,Travis Spencer,A,Hispanic,Male,Port Jasonberg,WA,MKN,3131,2017-03-18,2017-09-14,2017-03-18,7.0,,,,,2018-01-13,Glass blower/designer,False,,Part-Time,Product,Springline,Sales Dept,Melissa Kirk,Stephen Morrison,Headquarters,"Port Jasonberg, WA"
1558,Michelle Blevins,T,Hispanic,Male,West Tanya,FL,MKN,1262,2020-12-14,2021-01-12,2020-12-14,4.0,2024-01-28,Resigned,TRC718,Transfer,2021-07-19,Hospital doctor,False,,Full-Time,Sales,Springline,Finance,Mary Smith,Patrick Morgan,Regional Office,"West Tanya, FL"
1559,Bobby Johnson,A,Hispanic,Non-Binary,Padillatown,WA,MKN,5438,2015-07-14,2016-03-15,2015-07-14,9.0,,,,,2016-06-17,Hospital pharmacist,False,Must decade significant subject become.,Intern,Profesional,Springline,Product Dept,Amanda Morales,Diana Haas,Headquarters,"Padillatown, WA"
1560,Melissa Pearson,T,Asian,Non-Binary,Sharonberg,TX,Springline,3728,2015-10-03,2015-11-22,2015-10-03,9.0,2017-12-22,Resigned,TRC696,Involuntary,2016-08-10,"Merchandiser, retail",False,Ten ago leader.,Intern,Product,Springline,Product Dept,Heather Humphrey,Jessica Burton,Headquarters,"Sharonberg, TX"
1561,Christopher Rodriguez,T,White,Male,Torresshire,WA,Springline,2312,2021-12-19,2022-05-21,2021-12-19,3.0,2025-02-15,Retired,TRC472,Involuntary,2023-04-12,Land,False,Provide fact stage glass up concern.,Contractor,Engineering,Springline,Audit,Jeremy Baker,Sean Russo,Headquarters,"Torresshire, WA"
1562,Katherine Andrews,T,Hispanic,Female,Ortegaport,FL,Springline,2988,2023-11-12,2024-10-11,2023-11-12,1.0,2024-12-04,Laid Off,TRC204,Transfer,2024-11-30,Chief Operating Officer,False,Happen record fly truth.,Contractor,Sales,Springline,Finance,Gary Snyder,Kaitlin Evans,Remote,"Ortegaport, FL"
1563,Allison Thompson,A,Black,Male,Velazquezstad,FL,MKN,1096,2024-10-31,2025-07-14,2024-10-31,0.0,,,,,2025-10-02,Public house manager,False,Who stop lead moment bit hour kid before.,Intern,Engineering,Springline,Sales Dept,Sarah Kim,Mary Moody,Headquarters,"Velazquezstad, FL"
1564,Kenneth Brooks,T,Black,Non-Binary,Timothyhaven,TX,MKN,3132,2017-09-15,2018-02-13,2017-09-15,7.0,2020-02-18,Laid Off,TRC773,Transfer,2018-06-03,"Copywriter, advertising",False,,Full-Time,Profesional,Springline,Product Dept,Kristen Lopez,Courtney Hansen,Remote,"Timothyhaven, TX"
1565,Carolyn Hernandez,A,Black,Female,Lopezton,TX,Springline,5628,2020-07-02,2020-09-23,2020-07-02,4.0,,,,,2021-07-16,Learning disability nurse,False,Really both reason investment.,Full-Time,Sales,Springline,Audit,Richard Wilkerson,Crystal Pena,Regional Office,"Lopezton, TX"
1566,Joshua Brown,A,White,Male,New Kimberly,WA,MKN,3843,2018-08-10,2018-09-03,2018-08-10,6.0,,,,,2019-07-29,"Copywriter, advertising",False,West dog receive campaign education.,Full-Time,Profesional,Springline,Product Dept,Jenny Spencer,Jennifer Tran,Regional Office,"New Kimberly, WA"
1567,Megan Rios,A,Black,Male,Port Tonimouth,CA,Springline,5792,2021-06-22,2021-08-26,2021-06-22,3.0,,,,,2022-07-23,Network engineer,False,Quickly western growth another stop floor.,Intern,Engineering,Springline,Product Dept,Nancy Ortiz,Jeffrey Smith,Remote,"Port Tonimouth, CA"
1568,Christopher Ortiz,T,White,Female,Bakerchester,CA,MKN,9697,2016-11-23,2017-10-01,2016-11-23,8.0,2023-09-19,Resigned,TRC125,Involuntary,2018-06-29,Food technologist,False,Only stage medical out national Democrat.,Full-Time,Sales,Springline,Sales Dept,Kenneth Buchanan,Richard Burton,Headquarters,"Bakerchester, CA"
1569,Elizabeth Padilla,A,Black,Female,East Lisa,FL,MKN,8792,2015-09-18,2016-01-05,2015-09-18,9.0,,,,,2016-07-18,Occupational hygienist,False,Election draw politics attention quickly.,Contractor,Product,Springline,Product Dept,Teresa Coffey,Brenda Bates,Headquarters,"East Lisa, FL"
1570,James Meyer,A,Black,Non-Binary,Port Deniseview,WA,MKN,6651,2019-11-17,2019-12-22,2019-11-17,5.0,,,,,2020-07-14,Interpreter,False,,Intern,Sales,Springline,Audit,Jasmine French,Justin Fisher,Regional Office,"Port Deniseview, WA"
1571,Sarah Hunter,A,Hispanic,Non-Binary,East Lauren,TX,MKN,2129,2019-12-08,2020-02-06,2019-12-08,5.0,,,,,2020-12-21,"Optician, dispensing",False,,Full-Time,Engineering,Springline,Product Dept,Crystal Stewart,Thomas Rogers,Remote,"East Lauren, TX"
1572,Kelly Johnson,T,White,Female,West Robert,CA,MKN,3709,2023-02-17,2023-03-16,2023-02-17,2.0,2024-02-04,Laid Off,TRC118,Voluntary,2023-08-15,Futures trader,False,Between couple option such.,Part-Time,Profesional,Springline,Sales Dept,Patricia Dawson,Eric Cunningham,Headquarters,"West Robert, CA"
1573,Terri Hull,T,White,Female,West Dana,WA,MKN,7363,2020-05-22,2020-08-22,2020-05-22,4.0,2025-02-03,Retired,TRC361,Voluntary,2021-06-21,Warden/ranger,False,Interview term stay.,Full-Time,Sales,Springline,Audit,Michelle Rios,Laura Finley,Remote,"West Dana, WA"
1574,Glenn Gonzalez,A,Asian,Male,West Johnfort,NY,Springline,5444,2023-06-21,2024-01-04,2023-06-21,1.0,,,,,2024-07-04,Health and safety adviser,False,,Part-Time,Product,Springline,Sales Dept,Kelly Wells,Christina Edwards,Headquarters,"West Johnfort, NY"
1575,Jessica Thompson,T,Black,Male,North Michaelmouth,NY,Springline,7013,2018-08-28,2019-07-24,2018-08-28,6.0,2023-08-13,Laid Off,TRC257,Involuntary,2019-10-04,Midwife,False,Dinner on position that.,Contractor,Product,Springline,Sales Dept,Connor Hansen,Marissa Jackson,Remote,"North Michaelmouth, NY"
1576,Mary Perez,A,Black,Male,Jamesmouth,WA,MKN,3692,2017-09-29,2018-02-13,2017-09-29,7.0,,,,,2018-03-30,Insurance risk surveyor,False,,Contractor,Sales,Springline,Sales Dept,Anthony Lin,Jennifer Morales,Regional Office,"Jamesmouth, WA"
1577,Thomas Becker,A,White,Female,Port Andreaville,FL,MKN,7916,2020-11-12,2021-06-27,2020-11-12,4.0,,,,,2021-12-09,Volunteer coordinator,False,People opportunity improve serve debate church.,Intern,Engineering,Springline,Product Dept,John Massey,Amanda Murray,Remote,"Port Andreaville, FL"
